vault,name,symbol,block_created,tx_hash,tvl,denomination_asset,policies,creator
0xC64dc76Ba63d1c2d5Fb49e2c6B276D6306Ed6394,Mariocoin,MARIO,26227947,0x60e244e22c688fcbb3cd54a5e0d18d08cb6ebd4623d9ee2c67ed725bd400d52a,139.980609811625778619,WMATIC,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x2BAbA18fE2E4c69F1FE3061cdE6dCbBe66377E68
0x7035DF5CE3461e4324aF1e52c7b5FA172d26f0b4,The House,THO,26228220,0x842108e16474f97b6dae8c8ab14b5741ffef1549f118caebf9615f4d5df6fd1a,0,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x7Cab04c9FfA76BA94448476CDad4eE4e6151eeB0
0xB68Bc7b3EEdfBB78E0b56393C20B16362BDcA4Ac,Shoshana Capital,SHOC,26228333,0x9a83b5f79091583f4876b3a3cd9a33fde6b3c4a617e020b34b8f30b228f4c3aa,0.480514,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xBEa78706Bf74d47159167E9e33e3e3920491167b
0x1111517Eb001D5774Eaec5BedE667154174CfC74,Test1,ENZF,26229037,0x5f66e0b9683091ec04752cd4254488af691935c9c7a88c0d0a3bb4d7d246b344,0.151426,USDC,,0xa0bd9e6121782474d6d72A9406254a507F13C306
0x6c4A43d136d695a80bAB48732dF1Be2571429b0c,Insula™ Phaeacia,ISLA,26229760,0x2aaecefaae79a155378584c7e9ad111bffc5cb5fe7b2171c9d36237d25992251,8936.457688671751668941,DAI,0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x092B8c02aB8aC927CCd499364adFF39Eb31c4bf2
0x13FDD506f2e42508d5afAfF2bB6e2a521Cc79aE5,Test,TEST,26231902,0xa406e7b521180639385bf6b83521d6156e04b02fc477836923eae1804290a41e,0.01519,USDC,,0x819906024b31003db05053A9B6cDd0dEEd2849D4
0x367e04D35F1Cb76b481469e6a9aEe5125B493b1c,Shibumi Storm Asset Forge,STRM,26232066,0x2498ee92ab0856f4861f353059dc044b9c93dc477ff8ea7c0084a64d9bbbdcec,3.899483,USDC,0x1332367C181F1157F751b160187DcAa219706bF2 0x71b8254f608A73162445655fF2F07cCB1586b3b6,0xb8744b5cf3daF3b506125048b8B4E0EDA0408506
0x6F56edA0324b1D174E5b86a4411F7aD2DaE16Bb0,BABA,ENZF,26232115,0x94f97130309550920d73908218871ab70afafb6c0cbc3a78d640e76fdc4826a0,0,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x16Bc93428d68b05158c5F80feE4234b6f0a1A336
0x25283FB9C6B1F85a6068fC79BD078BEeC97DB5dE,The Urban Investors,ENZF,26232183,0x020a0c9fbcd641d39b5bcad51522b7844f263b5e3ba69cc9408655b3ab808308,0,USDC,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x9e309C439c118804D9c2Cf5eAC4dFc62cC6F95c2
0xC7AD93455918d16b4D0bBb6ab023150bC5D1D508,Azata Daily Rebalance ,AZATA,26233668,0xac2f6a1b3434acee4b4a9905bcfa4b9e15a601248c14913b4d30dad4b2ad201a,0.006217786529726089,DAI,0x71b8254f608A73162445655fF2F07cCB1586b3b6 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x3B462bC67de63B6a731C31ca46ab79b94DC9B143
0xae3a65D37a3b2C3E73D7D2c9Eb551598C1fc92dD,Azata 3 Day Rebalance,AZA,26233744,0x9dab33494c7d6a3f8dee9749387dee7800e4406f6c8c991e14d8f476b332d96e,0.067649402593507099,DAI,0x71b8254f608A73162445655fF2F07cCB1586b3b6 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x3B462bC67de63B6a731C31ca46ab79b94DC9B143
0xbD8Fd3Bb2567286f49335a260Bed00Eaa7344d57,Cymru Coin 🏴󠁧󠁢󠁷󠁬󠁳󠁿,CCEF,26234134,0x6bfbd6e2fb1091722226d6885c3cee69469052facf926d30ace56d6d66fc5e7f,6.354295885565647515,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xd594d4EC12d2C49F6a04870bB0485FB17C7634f3
0xbD6bE8E188157117c606e7217Cb27791CF5c1Eb8,Crypto Capital Management™ - Scorpion Fund,SCRP,26234342,0x26dedde9d005548934ee7770feb8e71661e1a373e9e6603d74c7001c0242a2f8,0.394725,USDC,,0xb6060879340b521B6a1D231C62aeC6E520fDF714
0x99766e0418Bfed5997cc1C5421e6658B76092392,CRYPTOPOLIS,CRYP,26235365,0xed92aaaed2d9464d474138b3ebf0596b15e797c8a72fed4c8b04cb39565692e5,35.33000496181606344,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xb846679BF8785B8541fC713d135E3E45A773A32E
0x55726baeA051008137301445E76BA9e7DB778d3e,Mystikend Investissement,MTK,26237447,0x2da5c81015fe600c8d5c86be39eb763f0b054f18025e6be8c3a89f5719cf8b3e,0,DAI,,0x09304d3A425dB21Fd80461758169EBF5Ff5B7F24
0x5c506265D540d142F5d54798EC2A7F63e29a73C3,METODOCRYPTO.com,METOD,26237915,0xcefa9e2483bad578d72f47ed069a3ac783b6f5f2e442e26440d56d5a6448d8f3,89.769811765983814523,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x092e0a5459d3F22745bef1f069a3A4fc266064d8
0x3A5af0D3F82DD79D668dC7B1BACD93b5cBB604A0,Ohana,OHN,26241114,0x4b72789b05c6f1460c930f9819632c7cd7a9dc2541bfe5dc8b8d2020e92860dd,1.27667,USDC,0x1332367C181F1157F751b160187DcAa219706bF2 0x71b8254f608A73162445655fF2F07cCB1586b3b6 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x15ba9D87aCe05ADF00d4B8fF17B3472d0A4052B0
0xc5440E56ADF23A7102A2af128C60fA0c79B44985,Bison Capital Group,BCG,26244060,0xaa0e66bbad018b909e59c6a0ba0f06c851663d145c3b62a06d20256a2d066858,1030.148099,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0x43b5c0FBee3861b38F0a52237CE1Ce342AC363bd
0x0f56b8c81BaA979e6e5e37d57574F04FC2b6d039,Test,ENZF,26244069,0x9381f35a66907568c2b113bf492dee260804180318a0dfd9db900ab11b0dcdf6,1.611401,USDT,0x71b8254f608A73162445655fF2F07cCB1586b3b6,0x29f77E3e8f4f9e2082f67aA6f1F4D19d6D9C4eC2
0x7b456899f61726f62fc25BA9B21d7CaA7573c8Bd,plopi,ENZF,26247674,0x46378634487d5dc2ba299f0a398933613b4f4304a2ed719d2e38367ca116310c,0,DAI,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD 0x71b8254f608A73162445655fF2F07cCB1586b3b6,0x8B752aE8c176dDD20a133B3f29f83727F6BcccBa
0x8b126dD70Ae32a46b0aC6D7631ea078D5D178B39,Apertunities Vault I,APEPY,26247717,0x3ff3eac489783ec96e2b9fa674a0dbc231f48e1db4e91aae8c9c5340cc6b61f9,0,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD 0x71b8254f608A73162445655fF2F07cCB1586b3b6,0xe0DAB0789F55f533dB79b649Df2366900A85f6CD
0x33f21BB423eB39d94867d2194Bf405Aa72B74151,Follow the White Rabbit,NINIS,26247901,0xf04baea3db3e8280cc54851d8360dc269189d7c30fb26d2b75210c1fb931cef9,17.551355025216497323,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x48f64DE392581170695a74139512BCbc3913c9B3
0x1E4521247dE307E3C341eB69F6578bB2B3195524,Northgrove Capital Polygon Fund,LADS,26249235,0xb307212643432d2e3b330338af861e05fa0154a31fa0c6e6f835039afdac918e,0,USDC,0x71b8254f608A73162445655fF2F07cCB1586b3b6 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x1523E2B4107eCC3F5AAF0086B9746935e9f09fFA
0x78ebc58887954bf89D3f069FA748fE7Cf5eA834a,Crosby Capital Large Cap,CCL,26249273,0xe9a23670904644d38e2accec0b1603813e9221da95b5bb219e3e3bd0497b117d,0.025209,USDC,0x1332367C181F1157F751b160187DcAa219706bF2,0x127597859E84D3feccb947491364F60864a29092
0x7aBdA0fbea6D8E5E26b46333Aa0d0d593cA356eD,dada,dada,26250021,0x7690ac77d0151cfbf2bbcc38cb69061315efd3a0f222161804f5288716e4211e,0,DAI,,0x0B7708942b5dd5F3B19Aa4f269718f6e65eB7D2E
0xBb500d156D161a77E0e2b8C67C4349A3FFe6fE57,PDKM2,PDKM2,26252767,0x4127fc3c78a2f2cc052f58a3196fcd9dd679707ae03b624ab20b53bdafd62662,126.902284,USDC,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x793ab1e4c98360721DA65efDD320Fc5CBa2CD610
0x5a589b585F89909928644288A6aE4dBFdbcb0d6D,MTF,ENZF,26253889,0xf45f2a83b6280dc020ae058cac7ea48c78307ca86cf4b6952cc135930283681f,0.852654,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xE8c5c90F3BF15F7f1ec878f355fB3017658b7280
0xe7178A995867D86b0504730DC4CEfB409Fb0A004,Jagodzianka,ENZF,26256325,0x5b2b5bb9daf00148baebd1aeeece341329de4fab5efdf5202531eecf2bc5aaf3,1.603125173575297804,WMATIC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0x32EFEf8899b23899FF179B446eF7564E0De84Cba
0xe113Eee61b9cDa3EC99b02645d361D8D0aA08a63,Niska Capital Fund I,NCF,26258048,0x966159b62c50aa7e1a935990d7d7c212d20b35271479506ecff7cf85daf21a5c,254.681476,USDC,0x9D940bEAA6e3cFB441D49787Fdf1DB18d7F8251E,0xC5B9D519F6baB6bC6bad6B3672e0270b25Af33E7
0x794a3081d44Cf7FB58716C1884D087B8D3Cae56B,UriDao,URI,26264570,0xe48ee5e63828a325c8d21a8334d75017d6e096d885ebf68b400783ce77fc9166,28.558069710673022905,DAI,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xafFFabeEfA9D4dd88b28153ade09fF083D48aaE3
0x43a4F87626c4BaC06b0c53882A40522036EBc334,Crypto-Café-Vault,CCV,26267250,0x9607e3722c8c68d3df55becd702d79f26195ea42f482ad4bf8167d3d85cf9dd0,0.000417,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x71b8254f608A73162445655fF2F07cCB1586b3b6,0x517A8Fd1E4562E1fa5eF5F3a3E0d9284a5a54d23
0x562E654E31275cA4505e40FeC8Bda8F8b192607f,DEMO,DEMO,26267742,0x8a0f70faaffecd075f4d9056802d37afa62e4355bb51dd6a70d70068e0429265,0,WETH,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x7a1F999A9501D50861Cd54Bd6dd2a001Eb6ED807
0xd59613171DF97CD1b13275F08419eAdd64E6118d,MD Test Vault,MDTV,26269686,0x80c802f24affe03057a9f2cde019114617baeb70477e78b2d3ff38930000265e,0,USDC,0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A,0x19e86826048A3458BecDd6b0459Db22753861906
0x16fdE81016E9904068456eDC809ADa71aBD9CD20,USD Vault,USDV,26273772,0x4051512bafb24bb5d13f755c56c5233d3f47c13fa7bc956398979815cd602167,581.124481,USDT,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x1332367C181F1157F751b160187DcAa219706bF2 0x71b8254f608A73162445655fF2F07cCB1586b3b6 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x7fbd8d550d20C5b54845069CF61a7999A2E54679
0xa394eEa134545a87150226d6A4C6d4af11319c22,Jaguar Capital Testing,JAGT,26284728,0xbc02bc776bd08c89da9a3a81bb8b6d1a73e68f71c9c2aeb3332de9e776ad5d10,13.688586,USDT,0x1332367C181F1157F751b160187DcAa219706bF2 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD 0x71b8254f608A73162445655fF2F07cCB1586b3b6,0x33be9455B4AF12E63439C7a0c7ebf4B7e9c82422
0x5AD8429DcB1C1d028CC3F751341f6Ead0ACfdab8,Bos,BOS,26287035,0x5ce0dc449c1f824ee4876d6e80b23071932772a6e11c9163a8fc8cb2d5c6e0eb,944.19,USDC,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xE911B5E508d1C2899b0a08e3bbe5c4656b5E939e
0x372086b97210DbFf6aF8C82113989E3B85170b56,Plei Metaverse Index,PLEIM,26306753,0x0d6647c0595fc701bd0b09f7ff8e0b60b965def4497579d9166278700925a95b,0,USDC,0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xA2CEc221294e6D65CdC83fAF8767CdB2af6299bC
0x39944252d68ccfA0D069660F9B44BD867616654b,Iolcus Digital Assets,IDA,26308273,0xae2828c2a2653f2463c098f10558a79c497d7f5ede6aef707e079cc423045440,7,USDT,,0xB2651E8e7d0C375FAd406a9eAA5a2aa6CDbfb4BA
0x653a00dd9FE0b39AF3137aA2fEfB80A1121eC93D,CABLEWAY,CABLE,26313928,0x6a698b47f08c51a04268405d570014e2434387bffe4b43bf5fdf664fc95e7f79,0,USDC,0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xB7CdC17098a1e99A56a5b7c54CfBF79bE2443833
0xE9589a864502D74c93ad580F87758BA3c3B39490,Bounce Those Juicy Melons,JUICY,26315685,0x58883d8023d16621f31fc2d380b32ed1001fe1362336f9856cd14a96464c8c44,0,DAI,0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x3B462bC67de63B6a731C31ca46ab79b94DC9B143
0x43e552e1327287f3f212A7a974c0BB1f6FD02Db5,DePenguin,PIGU,26337550,0x9b47a76042c64354b1522c0a0b366e8b7ef8c55a9fab6a393646be3a590a4aac,0.410889,USDC,0x71b8254f608A73162445655fF2F07cCB1586b3b6,0xf3aFd2834e2AA6F8A44790Ccc2d555cA3f04Ff02
0x0FfAD97Dd1dA61758aA1AEe125E19708BaaC1E1B,Down Only,-ve,26340081,0x6cb30a442215a7fb1c0d267026211024f89346d4d1730c8e2303f1a3998e5865,5.626277,USDC,,0xD1B142fEcDCC634990FAaA1991672EC1342954DD
0xD1c0f5961221e73441d639bbba11193E18d25171,SMART HODL INDEX,SHI,26341904,0xe23241f8b79c54e63300689c0c2f42ab239a8899f180c5f7997355351946307d,214.005286307447380903,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xc0F6054DaD645dCAAA250c70bcB702230D973674
0x652498EE7aeF261E4fc769b866f10bDA05115A07,SMART HODL INDEX,SHI,26341988,0x9431aed88e0bc3e99d72c7445f0d0c085f92aee6f7c7bb70cc5d8f3d3b82b080,0,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xc0F6054DaD645dCAAA250c70bcB702230D973674
0x1366A37a9eb698634d68c53FFab9834461978D4a,Aleksi Fund,ALE,26347034,0x54552be1945e4f48a6a5fa26d9b2bfa79be25198e6cb7e8c2650c914b1fd4891,1.395108830396941139,DAI,,0xE9532f5Abfd0ee8996C9287d650BF8CCc72ff78e
0x9225E618813a27aeb1B34bCb51948cb697eaF4eF,Crypto Capital Management - Metaverse Fund,CCMV,26350739,0x5e21955af6bd079ed48e4f13a9190b85d97a5dc3a3d4b2eaa768b591e507d5dd,0.015335,USDC,,0xb6060879340b521B6a1D231C62aeC6E520fDF714
0xe4Fe5aAcB217bb7e8dddbF5cbBeAF875C54ca875,fuck you,ENZF,26356490,0x1f273bc8ec2d41d4dd1e60d786752ac765a396be0010aac4fe0a18894afe6ac0,0,DAI,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x66A51330b37938f414cBf09ebd2E1eB9c70051A1
0xC0A257B73fd9Abc05EcfeEEeB08F3B9298cAEC2F,Arroyo,ARY,26357701,0x4885a057742d5a1da37b4702856f8bcf223207613af00e3740cb6c88ebee9d4c,0,USDC,0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0x4c60c3Ea3832d9291Aec0d5f63018b371a4C2e67
0x36893f74C7D1217386e809050e00C57145F72d67,mbuix,MBS,26380820,0x91d63111709e4343e01892c857c1a6fe54eb3e69bb1939640a4ce6d29ef59105,0.495618,USDC,0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xb42b583709239C87308596bb5D30d826213F8fA7
0xe02F5eb5548ec2b66155700371abf1a2433E967c,J's ,JONY,26385490,0x1bbff4ea052d4e8c681bfd1972f54c69737b901cd59135ef0529a0c01de7fbe5,0,USDC,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0xadd7ed40860AaaA046d274BDAeE4D5d8F7adA955
0x041Ba76819ABe3AeC0f340080203F3b27D2CAE87,Fixed Income Yield (FIY®) | Bull Capital,FIYBC,26388145,0xc020b8488b772e81667c2352c1e6c93f7e77b847c8a977ef5432fe11ca459981,0,USDT,0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD,0x94510474Fb053cc5D58e0E875c20F6AbA1dEf20b
0xF544c2b99b71899ef824641B784Aa1470feF5CA7,CARGUI,CGD,26393109,0x712e970d4a99fc7df001b5e8f27b280c9aca83fe378cfaf816d58b769a8e5b40,0,DAI,0xE1853502e2eA2b7C14C5E89169C63065f5A459fF 0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x3B6913A8ED4595919A6b4A9022208ceDE20194BD 0x71b8254f608A73162445655fF2F07cCB1586b3b6 0x9D940bEAA6e3cFB441D49787Fdf1DB18d7F8251E,0x8fCE1D43a9A60FC764E466C7cE565436555ddaA8
0xC3aFcc7D7acA8b4F2BfdAE26B3A9f48360D645a6,Force Field Fund 2.0,FFF,26408390,0xb171acf74da3b8ca51eca2a9ba2a12b040da8e12ceab8d2935515577d0bf65c4,0.1836,USDT,0x1332367C181F1157F751b160187DcAa219706bF2,0xdD666CDCf2BCcff8D1C8161ed24FF26c0ed429b9
0xDeD1F2ec8eb752a929Ae3b91a268780B5673b73F,1chioku's Alfa box,ALFA,26417339,0xa42ec0b2f89ecac02d853367ed2bdf0b8109a739c234cee2dc058986f6744c63,311.552942,USDC,0x8Ac04E34D9c1d0bD5A440157538cC6Fbb0dbBc9A 0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xE524D29daf6D7CDEaaaF07Fa1aa7732a45f330B3
0x0d452fce9cb3b6c6Dc69D4654918D7fB90334Fa2,Eagle Three,EAGLE,26427705,0x973756155ca914f833a2160abffefc7bb78247eeccffa3b9ab5c4b62b13274e8,0.001812998469200571,DAI,0x71b8254f608A73162445655fF2F07cCB1586b3b6,0x3B462bC67de63B6a731C31ca46ab79b94DC9B143
0xeD9367639A6f7CfB67a91FfA2358ef9bC08E32Af,DG DAO VENTURES,DGDV,26428402,0xa32d118c55935a9059c1d5584578b919932cb084fb84992cfed64e3d030a22a6,0,USDC,0x1332367C181F1157F751b160187DcAa219706bF2,0x91De6c3247D30610f774d329dC6DC636207246Ca
0x86a0dd3ffCDaF59Eb241287710c8b97096937136,DG DAO VENTURES,DGDV,26428402,0xefaef8b9089b465a97b63f7c2e8eebb61aea270bfea0c580aab75badbb37def3,0,USDC,0x1332367C181F1157F751b160187DcAa219706bF2,0x91De6c3247D30610f774d329dC6DC636207246Ca
0xcfaEDf404565225d1bC32a09c9e3e51d27C221Ac,Garoto,ENZF,26430842,0xba5e849540939f192f12a014f3c1544fa6420f5e15cf26e2faa51ae9b5fc82b2,0,AAVE,0x1332367C181F1157F751b160187DcAa219706bF2 0x9F856372F7Bd844dac0254c7859B117259b5c9D2 0x5A739da3099fd4fC954BD764099Fc000Da76D8e7 0xC0f49507c125a000e02ab58C22bE9764e2ABAB99,0xCB59adBc4D819B6bCA89dc235AB753cBd135efA1
